"","titulo","categoria","precio","comuna","descripcion","link"
"122","Lentes de Sol carrera","Bolsos, bisutería y accesorios",25000,"Las Condes","vendo exclusivos lentes de sol carrera y porsche","https://www.yapo.cl/region_metropolitana/bolsos-bisuteria-accesorios/lentes_de_sol_carrera_75743828.htm?ca=15_s&oa=75743828&xsp=21"
"123","MB EVGA 120-LF-E650 (Socket 1356)","Computadores y accesorios",60000,"Talagante","placa madre en perfecto estado.puedo entregar en lugar a convenir en santiago.no incluye caja original","https://www.yapo.cl/region_metropolitana/computadores/mb_evga_120_lf_e650__socket_1356__75743791.htm?ca=15_s&oa=75743791&xsp=22"
"124","Torque 250cc impecable, al día y transferible","Motos",NA,"Independencia","motocicleta marca torque 250 en excelente estado, andando al 100","https://www.yapo.cl/region_metropolitana/motos/torque_250cc_impecable__al_d_a_y_transferible_75743786.htm?ca=15_s&oa=75743786&xsp=23"
"125","Switch Lite turqueza","Consolas, videojuegos y accesorios",180000,"Puente Alto","se vende nintendo switch lite color turqueza, impecable, poco uso, con cargador y 1 juego físico resident evil.$ 180.000whatsapp +56989950265entrega en mi casa probado, vivo cerca del metro las mercedes de puente alto","https://www.yapo.cl/region_metropolitana/consolas_videojuegos/switch_lite_turqueza_75743784.htm?ca=15_s&oa=75743784&xsp=24"
"126","Pantalones unisex ","Moda y vestuario",3000,"Recoleta","pantalones unisex viaestrech","https://www.yapo.cl/region_metropolitana/moda-vestuario/pantalones_unisex__75743783.htm?ca=15_s&oa=75743783&xsp=25"
"127","Colorito musical entrega inmediata ","Juguetes",19990,"Puente Alto","nuevo en caja","https://www.yapo.cl/region_metropolitana/juguetes/colorito_musical_entrega_inmediata__75743780.htm?ca=15_s&oa=75743780&xsp=26"
"128","Samsung A8 plus","Celulares, teléfonos y accesorios",1e+05,"Santiago","en buen estado con su caja y accesorios dual sim,precio conversable 100.000","https://www.yapo.cl/region_metropolitana/celulares/samsung_a8_plus_75743775.htm?ca=15_s&oa=75743775&xsp=27"
"129","Peluche Ty Porta Tablet/iPad Perro Pups","Juguetes",20000,"Santiago","peluche marca ty colección peek a boos, porta tablet o ipad (mini o normal), diseño perrito pupstamaño: 25 cm de alto x 18 de ancho","https://www.yapo.cl/region_metropolitana/juguetes/peluche_ty_porta_tablet_ipad_perro_pups_75743774.htm?ca=15_s&oa=75743774&xsp=28"
"130","Poleras niña","Vestuario futura mamá y niños",NA,"Santiago","foto 1 y 2: polera manga corta tribu, talla 36 meses. ($2.000)foto 3 y 4: polera manga corta baby harvest girls, talla 3 ($1.500)foto 5 y 6: polera manga larga, baby harvest girls, talla 3 ($2.000)entrega en metro cummings","https://www.yapo.cl/region_metropolitana/vestuario-futura-mama-ninos/poleras_ni_a_75743770.htm?ca=15_s&oa=75743770&xsp=29"
"131","Smarbalan carrito de juguete","Otros vehículos",110000,"La Granja","carrito eléctrico recargable","https://www.yapo.cl/region_metropolitana/otros_vehiculos/smarbalan_carrito_de_juguete_75743769.htm?ca=15_s&oa=75743769&xsp=30"
"132","Carrito de paseo","Coches y artículos infantiles",20000,"Quinta Normal","auto seminuevo,impecable,con un mes de uso. lo vendo porque le quedo chico a mi hija y me ocupa espacio.","https://www.yapo.cl/region_metropolitana/coches-articulos-infantiles/carrito_de_paseo_75743765.htm?ca=15_s&oa=75743765&xsp=31"
"133","HONDA FIT 2016 Aut","Autos, camionetas y 4x4",8900000,"Lo Barnechea","bella fit automática, roja!, busca joven con fines serios, que aprecie la juventud de sus 27.780 km, el rojo vibrante de su piel, el control de crucero, los sensores de lluvia, de batería, la cámara de retroceso, los espejos eléctricos y retráctiles, rueda de repuesto sin usar, mantenciones al día...aire acondicionado por supuesto, baby. en fin, todo lo que un/a  puede desear! toma auto en parte de pago y solicita cariñosamente a las automotoras abstenerse de todo contacto sin fines serios.","https://www.yapo.cl/region_metropolitana/autos/honda_fit_2016_aut_75743764.htm?ca=15_s&oa=75743764&xsp=32"
"134","Trek aro 24","Bicicletas, ciclismo y accesorios",80000,"Puente Alto","bicicleta de niña aro 24 ","https://www.yapo.cl/region_metropolitana/bicicletas_ciclismo/trek_aro_24_75743763.htm?ca=15_s&oa=75743763&xsp=33"
"135","Juego Dormitorio De Pallet (respaldo + Veladores)","Muebles",90000,"Ñuñoa","en perfecto estado (2 años de uso).dimensiones:respaldo: largo 180 cm alto 127 cmvelador: largo 33 cm alto 60 cm profundida 35 cm.","https://www.yapo.cl/region_metropolitana/muebles/juego_dormitorio_de_pallet__respaldo___veladores__75743762.htm?ca=15_s&oa=75743762&xsp=34"
"136","Iphone xs max 64gb impecable","Celulares, teléfonos y accesorios",NA,"Macul","en optimas condiciones se cambia solo por renovacion","https://www.yapo.cl/region_metropolitana/celulares/iphone_xs_max_64gb_impecable_75743761.htm?ca=15_s&oa=75743761&xsp=35"
"137","Pieza","Arriendo",145000,"San Joaquín","se arrienda una pieza amueblada (para 1 dama) en departamento ubicado a pasos del metro camino agrícola, cercano a farmacias, supermercado, banco, universidades e institutos profesionales. el valor del arriendo es de $145.000 incluye luz, agua y gas, (espacios comunes compartidos derecho a uso de lavadora y cocina) se pide mes de garantía de $100.000 el cual puede ser cancelado en cuotas.reales interesadas llamar al +56973529364.","https://www.yapo.cl/region_metropolitana/arrendar/pieza_75648657.htm?ca=15_s&oa=75648657&xsp=36"
"138","Casco Nolan Evo 104","Deportes, gimnasia y accesorios",180000,"Santiago","casco usado solo 2 veces ,con sistema de doble visor,flujos forzados de aire,pinlock,puerto para colocar intercomunicador,correa de ajuste micrometrica,prácticamente esta nuevo","https://www.yapo.cl/region_metropolitana/deportes_gimnasia/casco_nolan_evo_104_75743758.htm?ca=15_s&oa=75743758&xsp=37"
"139","Peluche Stitch 18 CM","Juguetes",7000,"Santiago","peluche diseño stitch tamaño 18 cm","https://www.yapo.cl/region_metropolitana/juguetes/peluche_stitch_18_cm_75743757.htm?ca=15_s&oa=75743757&xsp=38"
"140","Pack 3 overgrip Sufix","Deportes, gimnasia y accesorios",3000,"Las Condes","3 unidades","https://www.yapo.cl/region_metropolitana/deportes_gimnasia/pack_3_overgrip_sufix_75743754.htm?ca=15_s&oa=75743754&xsp=39"
"141","Busco parcela con casa entre RM a VII Region","Vendo",4e+07,"Ñuñoa","hola busco parcela con casa, terreno dentro rm de 1000m2 a 5000m2  y fuera de rm de 5000m2 a 10000m2.monto presupuesto 30 millones  hasta 70 millones conversable.por favor quien tenga algo que ofrecer por favor enviar mensaje fotos y detalles del terreno, casa, luz, agua, cierre, etc.  gracias.pancholopez6565","https://www.yapo.cl/region_metropolitana/comprar/busco_parcela_con_casa_entre_rm_a_vii_region_75743752.htm?ca=15_s&oa=75743752&xsp=40"
"142","Figuras de animales","Arte, antigüedades y colecciones",NA,"Las Condes","3 figuras en género y 3 en maderamuy finos, se vende el lote completo","https://www.yapo.cl/region_metropolitana/arte_antiguedades_colecciones/figuras_de_animales_75743748.htm?ca=15_s&oa=75743748&xsp=41"
"143","Nissan Navara 2013 4x4 chocada","Accesorios y piezas para vehículos",5500000,"Colina","año 2013 4x4 papeles al día 140.000 km disel","https://www.yapo.cl/region_metropolitana/accesorios_vehiculos/nissan_navara_2013_4x4_chocada_75743740.htm?ca=15_s&oa=75743740&xsp=42"
"144","Soy Maestro ","Servicios",30000,"Pedro Aguirre Cerda","hola busco pega soy maestro hago diversos trabajos y soldadura también. 964351280","https://www.yapo.cl/region_metropolitana/servicios/soy_maestro__75743737.htm?ca=15_s&oa=75743737&xsp=43"
"145","Parlantes yamaha ns-100m","Audio, TV, video y fotografía",480000,"Quinta Normal","yamaha ns-100m de estudio impecables","https://www.yapo.cl/region_metropolitana/television_camaras/parlantes_yamaha_ns_100m_75630475.htm?ca=15_s&oa=75630475&xsp=44"
"146","Imperdible! Escritorio + hardboard + lámpara","Muebles",1e+05,"Las Condes","escritorio extensible con ruedasmúltiples cajones en ambos ladosexcelente calidadexcelente estadovalor real escritorio: $250.000 en tiendaventa por cambio de casa","https://www.yapo.cl/region_metropolitana/muebles/imperdible__escritorio___hardboard___l_mpara_75308760.htm?ca=15_s&oa=75308760&xsp=45"
"147","Mascarillas 3 pliegues","Salud y belleza",1950,"Santiago","mascarillas desechables de 3 pliegues  cajitas de 50 unidades embalaje de 40 cajas10cajasx2500020cajasx4500030cajasx6500040cajasx80000120cajasx234000delivery dentro de region metropolitana se cancela al momento de recibir el producto +56957698354","https://www.yapo.cl/region_metropolitana/salud-belleza/mascarillas_3_pliegues_75152839.htm?ca=15_s&oa=75152839&xsp=46"
"148","Bicicleta de triatlón Felt B12","Bicicletas, ciclismo y accesorios",1800000,"Providencia","segundo dueño y muy bien cuidada y mantenidafull carbonofull dura-ace (menos el piñón que es ultegra de 10v)rodamientos cerámicos en el motormanillar de carbono profile design svet ttaero bars de carbono profile design t4+sistema de hidratación profile design hsf / aeriaruedas felt ttr3 con neumáticos continental grand prix 4000s ii cambiados hace poco","https://www.yapo.cl/region_metropolitana/bicicletas_ciclismo/bicicleta_de_triatl_n_felt_b12_75070965.htm?ca=15_s&oa=75070965&xsp=47"
"149","Bellas Artes / Merced 562 / Lastarria","Vendo",NA,"Santiago","barrio lastarria / bellas artesdepartamentos en torre c.dormitorio en suite, estar comedor, cocina americana equipada y conexión a lavadora en baño. incluye estacionamiento y gran bodega.a pasos del metro bellas artes (l5) y metro santa lucía (l1).gastos comunes: $ 45.000 aprox.barrio con foco turístico por su variedad de lugares históricos, culturales y gastronómicos.museo de bellas artes, centro cultural gabriela mistral, museo de artes visuales, parque forestal, cerro santa lucía.el condominio cuenta con piscina semi temperada en el ultimo piso, sala de eventos, gimnasios, lavandería, conserjería 24hrs.","https://www.yapo.cl/region_metropolitana/comprar/bellas_artes___merced_562___lastarria_74389695.htm?ca=15_s&oa=74389695&xsp=48"
"150","busco  sin costos de refrigeradores malos y buenos","Electrodomésticos",20000,"Santiago","compra refrigeradores, lavadoras, secadoras, cocinas malas y buenas, retiro sin costo en todo santiago, consulte al +56952214821 estamos a la orden","https://www.yapo.cl/region_metropolitana/electrodomesticos/busco__sin_costos_de_refrigeradores_malos_y_buenos_72564815.htm?ca=15_s&oa=72564815&xsp=49"
"151","Mecanico domicilio","Servicios",15000,"Santiago","mecanico domicilio valor visita $15.000diésel y bencina mecánica multimarcaculatas embraguesdistribucion scannertren delanterocambio rodamientos de mazacon prensacambio de pastillas cambio aceiteregeneración dpfcodificación de inyectoresconsulte por su serviciowhatsapp +56965648447","https://www.yapo.cl/region_metropolitana/servicios/mecanico_domicilio_71130150.htm?ca=15_s&oa=71130150&xsp=0"
"152","Habitación - pieza (sin garantia-dama)","Arriendo",150000,"Quinta Normal","habitación - pieza $150.000 sin garantía. damascontacto: +56 9 38860834 (andrés ríos)dirección: juan de barros 3885, quinta normalarriendo incluye gastos comunes, luz, agua, gas, wi-fi y derecho a uso de todos los espacios del condominio.cocina amoblada con refrigerador,cocina con horno, microondas, hervidor, utensilio para cocinar, lavadora habitación con cama, closet, velador. edificio cuenta con lavandería, piscina, gimnasio, quincho, espacios de esparcimiento y sala de eventos. condominio cerrado con vigilancia las 24 horas.a 10 minutos de metro gruta de lourdes y locomoción a 1 cuadra. cerca de supermercado, banco, gimnasio, negocios, colegio, de 20 a 25 minutos de santiago centro.habitación amoblada disponible, solamente se solicita los siguientes requisitos:- contrato de trabajo- fotografía documento de identidad - arriendo $150.000","https://www.yapo.cl/region_metropolitana/arrendar/habitaci_n___pieza__sin_garantia_dama__68238829.htm?ca=15_s&oa=68238829&xsp=1"
"153","Punto de Ventas","Servicios",395000,"Quinta Normal","implementamos sistemas de puntos de ventas para todo tipo de negocios, este le permitirá tener un control exhaustivo de sus mercaderías, dineros, inventarios y mucho más. aproveche nuestra promoción de implementación de línea refurbished.* computador (hp- lenovo - dell) dual core 2.8ghz, 2gb ram, 320gb hd.* monitor lcd 17"" * teclado + mouse* impresora térmica de tickets* pistola lectora de códigos de barras * software gestión comercial tecnosecurity 1 licencia monousuario.todo por 395.000 + iva (valor contado-transferencia) con gaveta de dinero metálica electrónica 455.000 + iva o 475.000 + iva con gaveta más robusta, ambas nuevas.cancele con tarjeta de crédito, en cuotas, con un 5% de recargo sobre el valor publicado. solicite su demostración absolutamente gratis y disfrute de los beneficios que le brindará automatizar los procesos de su negocio.contamos con versiones de software homologadas por el s.i.i para la emisión de boletas electrónicas, impresoras de boleta fiscal inscritas a su nombre, listas para trabajar en su negocio, balanzas tipificadoras, monitores touch screen y todo lo que usted necesite para implementar en su local, no dude en consultar. apoyamos su proyecto e ideamos la mejor forma de trabajar para usted. pida su demostración de software ahora! sin ningún costo ni compromiso! no se arrepentirá","https://www.yapo.cl/region_metropolitana/servicios/punto_de_ventas_9764034.htm?ca=15_s&oa=9764034&xsp=2"
"154","Barbie súper héroe girl batichica","Juguetes",10000,"Macul","vendo prácticamente nueva, metro los presidentes envíos por diddi-uber previo depósito soy de macul","https://www.yapo.cl/region_metropolitana/juguetes/barbie_s_per_h_roe_girl_batichica_75743736.htm?ca=15_s&oa=75743736&xsp=3"
"155","Cortinas Metalicas manuales y electricas","Servicios",NA,"Estación Central","las cortinas metalicas son la manera más rápida y segura de proteger tu local, con tela metálica galvanizada de 0.8 o 1mm las cortinas metalicas brindan seguridad sin perder espacio en tu local.-> contamos con cortinas metalicas manuales, motorizadas, cortinas microperforadas, cortinas malla americana, cortinas antivandálicas.>buscas reparar la cortina de tu local? no dudes en llamarnos!!!","https://www.yapo.cl/region_metropolitana/servicios/cortinas_metalicas_manuales_y_electricas_75646012.htm?ca=15_s&oa=75646012&xsp=4"
"156","Vendo Casa 3 dormitorios 1 baño Excelente estado","Vendo",7.3e+07,"Puente Alto","se vende casa de dos pisos en excelente estado!!!cuenta con ante jardín, living comedor, cocina, 3 dormitorios, 1 baño, patio y estacionamiento para 1 vehículo.excelente ubicación en villa los andes del sur comuna de puente alto, construcción sólida.se ubica a pasos del mall plaza tobalaba, supermercados líder, tottus, home center, a 5 minutos del hospital sotero del rio, y hospital de niños josefina guzmán, colegios cercanos, el sembrador, meryland, escuela pública villa andes del sur (municipalizado).a 5 minutos del metro elisa correa, locomoción colectiva, desde y hacia el centro de santiago y providencia.casa pareada solo por un lado. medidas aproximadas, entregadas por propietario.","https://www.yapo.cl/region_metropolitana/comprar/vendo_casa_3_dormitorios_1_ba_o_excelente_estado_75363017.htm?ca=15_s&oa=75363017&xsp=5"
"157","Cama Europea King Base Dividida","Muebles",220000,"Ñuñoa","marca: flexmodelo: therapedictamaño: kinglargo: 200 cmancho: 180 cmaltura: 71 cm","https://www.yapo.cl/region_metropolitana/muebles/cama_europea_king_base_dividida_75743733.htm?ca=15_s&oa=75743733&xsp=6"
"158","depto 3 dormitorios, 1 baño. Nuevo","Arriendo",350000,"Quinta Normal","se arrienda departamento nuevo, sin uso. a estrenar¡¡¡cuenta con 3 dormitorios, 1 baño, living comedor con salida a balcón, cocina equipada y termo eléctrico.departamento en piso 15, incluye 1 bodega. no tiene estacionamiento. orientación oriente.gastos comunes $65.000 aproximadamente.muy buena conectividad, cercano a estaciones de metro quinta normal y gruta de lourdes de la línea 5.emplazado en sector con farmacias, colegios, bancos, hospitales, clínicas, supermercados y más.edificio con gimnasio, piscina, quinchos, lavandería, sala multiuso, estacionamiento de visitas y acceso controlado por cctv.requisitos:- fotocopia de cédula de identidad- ganar $1.000.000 líquidos (se puede complementar renta)- 3 últimas liquidaciones de sueldo- certificado de las 12 últimas cotizaciones de afp- certificado de dicom platinium- aval que cuente con los mismos requisitos y documentación. de no tener aval, se puede documentar el año con cheques.se pide 1 mes de arriendo, 1 mes de garantía y el 50% de 1 arriendo que serían los honorarios del corredor de propiedades.","https://www.yapo.cl/region_metropolitana/arrendar/depto_3_dormitorios__1_ba_o__nuevo_75612742.htm?ca=15_s&oa=75612742&xsp=7"
"159","Fletes ecomomicos 24/7","Servicios",10000,"Recoleta","fletes economicos expres dendro y fuera de santiago los 365 días del año. contacto leo +56978591146. desde los $10.000.","https://www.yapo.cl/region_metropolitana/servicios/fletes_ecomomicos_24_7_73841472.htm?ca=15_s&oa=73841472&xsp=8"
"160","Mudanzas fletes camion cerrado ","Servicios",NA,"Santiago","mudanzas fletes santiago los angeles 992126419","https://www.yapo.cl/region_metropolitana/servicios/mudanzas_fletes_camion_cerrado__75669222.htm?ca=15_s&oa=75669222&xsp=9"
"161","Arriendo depto. 1 dormitorio 1 baño Living comedor","Arriendo",270000,"Santiago","se arrienda departamento en buen estado. excelente conectividad!!!el departamento cuenta con 1 dormitorio, 1 baño, living comedor, cocina full eléctrica y balcón. el baño cuenta con instalación para lavadora.piso 18, vista poniente. no cuenta con estacionamiento ni bodega. vista despejada.ubicado a pasos del metro estación parque almagro y toesca, supermercados tottus y lider express, farmacia, colegios, clínicas y hospitales, comercio, sede de la universidad central, parque almagro.el edificio cuenta con sala multiuso, piscina panorámica, jardín con juegos para niños, lavandería, gimnasio, sauna, varias terrazas espacio común.gastos comunes entre $35.000 y $40.000.- aproximadamenterequisitos:- fotocopia de cédula de identidad-tener una renta líquida de $810.000 (se puede complementar renta)- 3 últimas liquidaciones de sueldo- certificado de las 12 últimas cotizaciones de afp- certificado de dicom platinium- aval que cumpla con las mismas características y documentación. de no poseer aval, puede documentar el año completo con cheques.","https://www.yapo.cl/region_metropolitana/arrendar/arriendo_depto__1_dormitorio_1_ba_o_living_comedor_75361858.htm?ca=15_s&oa=75361858&xsp=10"
"162","Aridos Santiago y Alrededores Precios Convenientes","Negocios, maquinaria y construcción",NA,"Ñuñoa","tenemos para ofrecerles áridos en general : arena gruesa, arena fina, gravilla, ripio, bolones revueltos y bolones escogidos, bolones para alcantarillas, bolones para gaviones , estabilizado, tierra de relleno, tierra dulce (excelente calidad tal como se muestra en la foto), maicillo para hermosear jardines garaje o patios. despacho para santiago y alrededores, precios muy convenientes. contacto al fono-whatsapp +56 9 85018051","https://www.yapo.cl/region_metropolitana/negocios_maquinaria_construccion/aridos_santiago_y_alrededores_precios_convenientes_73537792.htm?ca=15_s&oa=73537792&xsp=11"
"163","Alfombra modelo vintage ","Otros artículos del hogar",20000,"Las Condes","hermosa alfombra de 2,30 y 1,60 de ancho","https://www.yapo.cl/region_metropolitana/articulos-del-hogar/alfombra_modelo_vintage__75743730.htm?ca=15_s&oa=75743730&xsp=12"
"164","Flete mudanzas transp de mat construccion,equipos","Servicios",17000,"La Cisterna","ofrezco, fletes y mudanzas,transporte de matreriales de construcción,agrícola y minero en santiago y regiones,contamos con:- camión 3/4   3500 kg barandas bajas abatibles.4,10 m largo  1,8 m ancho.fono +56 985821568seriedad y puntualidad en el serviciofacturación inmediata si se requiere","https://www.yapo.cl/region_metropolitana/servicios/flete_mudanzas_transp_de_mat_construccion_equipos_67922476.htm?ca=15_s&oa=67922476&xsp=13"
"165","Televisor 43 pulgadas netflix","Audio, TV, video y fotografía",4500,"Las Condes","contactanos para mayor informacion","https://www.yapo.cl/region_metropolitana/television_camaras/televisor_43_pulgadas_netflix_75743725.htm?ca=15_s&oa=75743725&xsp=14"
"166","Gran sillón Luis XV","Muebles",420000,"Providencia","gran sillón antiguo luis xv. tapicería y estructura en buen estado . verdaderos interesados al +56962267066","https://www.yapo.cl/region_metropolitana/muebles/gran_sill_n_luis_xv_75743724.htm?ca=15_s&oa=75743724&xsp=15"
"167","Bar","Muebles",150000,"Cerrillos","bar madera marca cic190 alto 75 ancho 40 fondo precio nuevo 450.000sin detalles","https://www.yapo.cl/region_metropolitana/muebles/bar_74781736.htm?ca=15_s&oa=74781736&xsp=16"
"168","Busco bodega ","Arriendo",150000,"San Miguel","busco arrendar una bodega no muy grande para guardar mis frutos secos, envasar y poder distribuirlos","https://www.yapo.cl/region_metropolitana/arrendar/busco_bodega__75743721.htm?ca=15_s&oa=75743721&xsp=17"
"169","Ayudante de cocina con experiencia ","Ofertas de empleo",NA,"La Cisterna","local de comida rápida se encuentra en la búsqueda de ayudante de cocina, con disponibilidad inmediata, preferiblemente que viva en la comuna de san miguel o la cisterna por horarios de cierre ","https://www.yapo.cl/region_metropolitana/ofertas_de_empleo/ayudante_de_cocina_con_experiencia__75743718.htm?ca=15_s&oa=75743718&xsp=18"
"170","Columpio y Resfalin","Juguetes",70000,"Macul","lindo set de columpios con resfalin desarmables, ideal como regalo para los bebés","https://www.yapo.cl/region_metropolitana/juguetes/columpio_y_resfalin_75743714.htm?ca=15_s&oa=75743714&xsp=19"
"171","Parlantes vintage Bose modelo 2.2 serie 2","Audio, TV, video y fotografía",235000,"Ñuñoa","excelentes cajas bose modelo 2.2 serie 2 con gabinete de madera. sonido de alta fidelidad, en perfecto estado estético y funcional.compatible con marcas de audio hifi como technics, sansui, yamaha, pioneer, marantz, onkyo, bose, grundig, saba, entre otrosse puede pagar en 6 cuotas sin interésotros productos en stock:technics sa-500technics sa-600technics sa-5060sansui r-30sansui r-70sansui se-8pronto:sansui 7070marantz sr520harman kardon hk 490isansui 9090sansui g-4500sansui g-5500sansui ta-500sansui r-30sansui r-70marantz sr4000technics sa-600technics sa-500","https://www.yapo.cl/region_metropolitana/television_camaras/parlantes_vintage_bose_modelo_2_2_serie_2_75743713.htm?ca=15_s&oa=75743713&xsp=20"
"172","Audífonos SONY Bluetooth Wireless Nuevos","Celulares, teléfonos y accesorios",35000,"La Florida","audífonos sony modelo wi -xb40nuevos sellados","https://www.yapo.cl/region_metropolitana/celulares/aud_fonos_sony_bluetooth_wireless_nuevos_75743711.htm?ca=15_s&oa=75743711&xsp=21"
"173","Amazon echo Alexa para auto","Accesorios y piezas para vehículos",34990,"San Miguel","amazon echo con alexa para auto nuevo, sin uso, abierto solo para revisar el contenido de la caja precio: 34.990","https://www.yapo.cl/region_metropolitana/accesorios_vehiculos/amazon_echo_alexa_para_auto_75743706.htm?ca=15_s&oa=75743706&xsp=22"
"174","Monitores AOC LED 19"" semi nuevos VGA / DVI","Computadores y accesorios",34990,"Maipú","liquido monitores aoc 19"" widescreentecnologia ledcontroles tactiles en basebuen estado general retiro en maipucontacto juan +56989089036","https://www.yapo.cl/region_metropolitana/computadores/monitores_aoc_led_19__semi_nuevos_vga___dvi_75743704.htm?ca=15_s&oa=75743704&xsp=23"
"175","Ayudante Mecánico","Ofertas de empleo",NA,"Maipú","se necesita ayudante de mecánico que sepa cambiar aceite de motor y mantención de freno, para local ubicado en la comuna de maipú.","https://www.yapo.cl/region_metropolitana/ofertas_de_empleo/ayudante_mec_nico_75743701.htm?ca=15_s&oa=75743701&xsp=24"
"176","Ollas a presion ","Otros artículos del hogar",NA,"Santiago","disponibles marca kaisa villa7litros 20.00011 litros 25.000","https://www.yapo.cl/region_metropolitana/articulos-del-hogar/ollas_a_presion__75743700.htm?ca=15_s&oa=75743700&xsp=25"
"177","Aux de aseo Part time La florida","Ofertas de empleo",NA,"La Florida","se requiere auxiliar de aseo part time para tienda de óptica en mall en la florida, sólo comunicarse al whatsapp +56 9 5799 0347, no responder este mensaje por aquíi","https://www.yapo.cl/region_metropolitana/ofertas_de_empleo/aux_de_aseo_part_time_la_florida_75743697.htm?ca=15_s&oa=75743697&xsp=26"
"178","Repartidor","Ofertas de empleo",NA,"Maipú","busco repartidor para local de colaciones y comida rápida ubicado en maipu. que cuente con moto propia, papeles al día y buen manejo de las app google maps, waze, etc. se requiere persona responsable y preferente que sea de maipu. interesados comunicarse al +569 53634794 o al +56964975255","https://www.yapo.cl/region_metropolitana/ofertas_de_empleo/repartidor_75743694.htm?ca=15_s&oa=75743694&xsp=27"
"179","Sillón de cuero","Muebles",2e+05,"Quinta Normal","sillón 100 % cuero nuevo me costo 800 mil lo vendo por cambio y tbn tiene en solo un lugar un pequeño desgaste que puede ser reparado .por eso el precio .pero está muy lindo","https://www.yapo.cl/region_metropolitana/muebles/sill_n_de_cuero_75743693.htm?ca=15_s&oa=75743693&xsp=28"
"180","Conjunto lencería Anita","Moda y vestuario",8990,"Providencia","conjunto lencería anitadisponible en talla s","https://www.yapo.cl/region_metropolitana/moda-vestuario/conjunto_lencer_a_anita_75743692.htm?ca=15_s&oa=75743692&xsp=29"
"181","Mesa plástica ","Juguetes",10000,"San Ramón","mesa plástica bn material celeste con salmón usada con pequeños detalles ideal para que los niños jueguen o hagan tareas todo se ensambla nada atornillado ","https://www.yapo.cl/region_metropolitana/juguetes/mesa_pl_stica__75743690.htm?ca=15_s&oa=75743690&xsp=30"
"182","Renault Symbol Zen MT año 2017","Autos, camionetas y 4x4",6500000,"San Miguel","impecable 22.000 kmtransmisión mecánica1.62 airbagaire acondicionadofrenos absconexión bluetooh, usb y auxdocumentos al díase entrega con 2 llaves","https://www.yapo.cl/region_metropolitana/autos/renault_symbol_zen_mt_a_o_2017_75743689.htm?ca=15_s&oa=75743689&xsp=31"
"183","Congeladoras de 350 litros","Negocios, maquinaria y construcción",250000,"San Ramón","congeladoras reacondicionadas impecables,garantizadas,consulte por más capacidad","https://www.yapo.cl/region_metropolitana/negocios_maquinaria_construccion/congeladoras_de_350_litros_74659067.htm?ca=15_s&oa=74659067&xsp=32"
"184","Arbol de navidad","Otros artículos del hogar",40000,"Maipú","arbol de 1.80 mt de alturasin detalles se arma por ramas y coloressecomprò en sodimacno tiene caja se retira en mi domicilio comuna de maipu","https://www.yapo.cl/region_metropolitana/articulos-del-hogar/arbol_de_navidad_75743686.htm?ca=15_s&oa=75743686&xsp=33"
"185","Reparación de techos de todo tipo y limpieza ","Servicios",NA,"San Bernardo","se realizan reparaciones y cambio de techos de todo tipo limpieza de canaletas y y hojalateria en general.","https://www.yapo.cl/region_metropolitana/servicios/reparaci_n_de_techos_de_todo_tipo_y_limpieza__71984906.htm?ca=15_s&oa=71984906&xsp=34"
"186","Suzuki ertiga","Accesorios y piezas para vehículos",10000,"La Florida","filtro de aire, filtro de aceite, antena radio, todo original nuevo","https://www.yapo.cl/region_metropolitana/accesorios_vehiculos/suzuki_ertiga_75743681.htm?ca=15_s&oa=75743681&xsp=35"
"187","Reparacion de refrigeradores ","Servicios",5000,"Huechuraba","reparacion de refrigerafores 99iy93561","https://www.yapo.cl/region_metropolitana/servicios/reparacion_de_refrigeradores__75743679.htm?ca=15_s&oa=75743679&xsp=36"
"188","DEPARTAMENTO Carlos XII / Apoquindo Las Condes","Arriendo",NA,"Las Condes","excelente departamento para arriendo a pasos de la avenida apoquindo. a 200m del metro manquehue.descripción:cocina americana con buenos muebles, living comedor juntos con piso piedra pizarra y cortinas roller tipo black out.dormitorio suite con walking closet y salida a amplia terraza. baño con tina. calefacción central. excelente vista y muy luminoso.estacionamiento y bodega. gasto común: 95.000","https://www.yapo.cl/region_metropolitana/arrendar/departamento_carlos_xii___apoquindo_las_condes_75743678.htm?ca=15_s&oa=75743678&xsp=37"
"189","Iphone 6S","Celulares, teléfonos y accesorios",NA,"Las Condes","16gb muy bien cuidado","https://www.yapo.cl/region_metropolitana/celulares/iphone_6s_75743677.htm?ca=15_s&oa=75743677&xsp=38"
"190","Navidad Figura Decorativa 100 cms de alto","Otros artículos del hogar",NA,"Vitacura","figura decorativa de navidad nueva con etiquets, tamaño grande mide 100 cms de alto, incluye silla","https://www.yapo.cl/region_metropolitana/articulos-del-hogar/navidad_figura_decorativa_100_cms_de_alto_75743674.htm?ca=15_s&oa=75743674&xsp=39"
"191","Body Cristina","Moda y vestuario",13990,"Providencia","body cristinadisponible en talla s","https://www.yapo.cl/region_metropolitana/moda-vestuario/body_cristina_75743670.htm?ca=15_s&oa=75743670&xsp=40"
"192","Chapa Portalon Chery Tiggo2","Accesorios y piezas para vehículos",25000,"Estación Central","repuesto original (usado) en perfecto estado.","https://www.yapo.cl/region_metropolitana/accesorios_vehiculos/chapa_portalon_chery_tiggo2_75743668.htm?ca=15_s&oa=75743668&xsp=41"
